Device,BatterymAh,price_prep,Chipset,GPU,display_type_prep,Brand,GPRS,EDGE,LunchDate,Status,Weight,Body_x,Body_y,Body_z,DisplaySize,DisplayArea,pixel_y,pixel_x,Display_Resolution_ratio,ppi_dencity,OS,CPUCoreCount,main_camera_configuration,selfie_camera_configuration,has_loudspeaker,has_jack,WLAN,NFC,bluetooth_version
Redmi Note 3 (MediaTek),4000,180 EUR,Mediatek MT6795 Helio X10 (28 nm),PowerVR G6200,IPS,Xiaomi377,False,False,2015.0,"November. Released 2015, November",164.0,150.0,76.0,8.7,5.5,72.4,1080.0,1920.0,16:9,403.0,Android 5.0.2 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.1
Redmi Note 4,4100,150 EUR,Qualcomm MSM8953 Snapdragon 625 (14 nm),Adreno 506,IPS,Xiaomi377,False,False,2017.0,January,165.0,151.0,76.0,8.5,5.5,72.7,1080.0,1920.0,16:9,401.0,Android 6.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n,False,4.1
Redmi Note 4G,3100,160 EUR,Qualcomm MSM8928 Snapdragon 400 (28 nm),Adreno 305,IPS,Xiaomi377,False,False,2014.0,"August. Released 2014, August",185.0,154.0,78.7,9.5,5.5,68.8,720.0,1280.0,16:9,267.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
Redmi Note 4X,4100,130 EUR,Qualcomm MSM8953 Snapdragon 625 (14 nm),Adreno 506,IPS,Xiaomi377,False,False,2017.0,February,165.0,151.0,76.0,8.5,5.5,72.7,1080.0,1920.0,16:9,401.0,Android 6.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n,False,4.2
Redmi Note 5 AI Dual Camera,4000,180 EUR,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,IPS,Xiaomi377,False,False,2018.0,March,181.0,158.6,75.4,8.1,5.99,77.4,1080.0,2160.0,18:9,403.0,Android 8.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 5 Pro,4000,180 EUR,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,IPS,Xiaomi377,False,False,2018.0,February 14,181.0,158.6,75.4,8.1,5.99,77.4,1080.0,2160.0,18:9,403.0,Android 7.1.2 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 6 Pro,4000,200 EUR,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,IPS,Xiaomi377,False,False,2018.0,September,182.0,157.9,76.4,8.3,6.26,81.1,1080.0,2280.0,19:9,403.0,Android 8.1 ,8.0,Dual,Dual,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 7,4000,170 EUR,Qualcomm SDM660 Snapdragon 660 (14 nm),Adreno 512,IPS,Xiaomi377,False,False,2019.0,January 10,186.0,159.2,75.2,8.1,6.3,81.4,1080.0,2340.0,5:9,409.0,Android 9.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 7 Pro,4000,260 EUR,Qualcomm SDM675 Snapdragon 675 (11 nm),Adreno 612,IPS,Xiaomi377,False,False,2019.0,February 28,186.0,159.2,75.2,8.1,6.3,81.4,1080.0,2340.0,5:9,409.0,Android 9.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 7S,4000,140 EUR,Qualcomm SDM660 Snapdragon 660 (14 nm),Adreno 512,IPS,Xiaomi377,False,False,2019.0,May,186.0,159.2,75.2,8.1,6.3,81.4,1080.0,2340.0,5:9,409.0,Android 9.0 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 8 2021,4000,160 EUR,Mediatek MT6769Z Helio G85 (12nm),Mali-G52 MC2,IPS,Xiaomi377,False,False,2021.0,May 25,190.0,158.3,75.3,8.4,6.3,81.7,1080.0,2340.0,5:9,409.0,Android 11,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.2
Redmi Note 8 Pro,4500,220 EUR,Mediatek MT6785V/CC Helio G90T (12nm),Mali-G76 MC4,IPS,Xiaomi377,False,False,2019.0,August 29,200.0,161.4,76.4,8.8,6.53,84.9,1080.0,2340.0,5:9,395.0,Android 9.0 ,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
Redmi Note 8T,4000,250 EUR,Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,IPS,Xiaomi377,False,False,2019.0,November 06,200.0,161.1,75.4,8.6,6.3,80.2,1080.0,2340.0,5:9,409.0,Android 9.0 ,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.2
Redmi Note 9,5020,977,Mediatek MT6769Z Helio G85 (12nm),Mali-G52 MC2,IPS,Xiaomi377,False,False,2020.0,April 30,199.0,162.3,77.2,8.9,6.53,83.5,1080.0,2340.0,5:9,395.0,Android 10,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
Redmi Note 9 4G,6000,130 EUR,Qualcomm SM6115 Snapdragon 662 (11 nm),Adreno 610,IPS,Xiaomi377,False,False,2020.0,November 26,198.0,162.3,77.3,9.6,6.53,83.4,1080.0,2340.0,5:9,395.0,Android 10,8.0,Triple,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Redmi Note 9 5G,5000,170 EUR,Mediatek Dimensity 800U (7 nm),Mali-G57 MC3,IPS,Xiaomi377,False,False,2020.0,November 26,199.0,162.0,77.3,9.2,6.53,83.6,1080.0,2340.0,5:9,395.0,Android 10,8.0,Triple,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
Redmi Note 9 Pro,5020,94,Qualcomm SM7125 Snapdragon 720G (8 nm),Adreno 618,IPS,Xiaomi377,False,False,2020.0,April 30,209.0,165.8,76.7,8.8,6.67,84.5,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
Redmi Note 9 Pro (India),5020,280 EUR,Qualcomm SM7125 Snapdragon 720G (8 nm),Adreno 618,IPS,Xiaomi377,False,False,2020.0,March 12,209.0,165.8,76.7,8.8,6.67,84.5,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 9 Pro 5G,4820,370 EUR,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),Adreno 619,IPS,Xiaomi377,False,False,2020.0,November 26,215.0,165.4,76.8,9.0,6.67,84.6,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.1
Redmi Note 9 Pro Max,5020,180 EUR,Qualcomm SM7125 Snapdragon 720G (8 nm),Adreno 618,IPS,Xiaomi377,False,False,2020.0,March 12,209.0,165.5,76.7,8.8,6.67,84.6,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 9S,5020,72,Qualcomm SM7125 Snapdragon 720G (8 nm),Adreno 618,IPS,Xiaomi377,False,False,2020.0,March 23,209.0,165.8,76.7,8.8,6.67,84.5,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi Note 9T,5000,99,Mediatek Dimensity 800U (7 nm),Mali-G57 MC3,IPS,Xiaomi377,False,False,2021.0,January 08,199.0,161.2,77.3,9.1,6.53,84.0,1080.0,2340.0,5:9,395.0,Android 10,8.0,Triple,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.1
Redmi Note Prime,3100,140 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Xiaomi377,False,False,2015.0,"December. Released 2015, December",185.0,154.0,78.7,9.4,5.5,68.8,720.0,1280.0,16:9,267.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Redmi Pad,8000,250 EUR,Mediatek Helio G99 (6nm),Mali-G57 MC2,IPS,Xiaomi377,True,True,2022.0,October 04,465.0,250.5,158.1,7.1,10.61,80.9,1200.0,2000.0,5:3,220.0,Android 12,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.2
Redmi Pad SE,8000,200 EUR,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,IPS,Xiaomi377,True,True,2023.0,August 15,478.0,255.5,167.1,7.4,11.0,81.4,1200.0,1920.0,16:10,207.0,Android 13,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Redmi S2 (Redmi Y2),3080,160 EUR,Qualcomm MSM8953 Snapdragon 625 (14 nm),Adreno 506,IPS,Xiaomi377,False,False,2018.0,May,170.0,160.7,77.3,8.1,5.99,74.5,720.0,1440.0,18:9,269.0,Android 8.1 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Redmi Y1 (Note 5A),3080,140 EUR,Qualcomm MSM8940 Snapdragon 435 (28 nm),Adreno 505,IPS,Xiaomi377,False,False,2017.0,November,153.0,153.0,76.2,7.7,5.5,71.5,720.0,1280.0,16:9,267.0,Android 7.1.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Redmi Y1 Lite,3080,90 EUR,Qualcomm MSM8917 Snapdragon 425 (28 nm),Adreno 308,IPS,Xiaomi377,False,False,2017.0,November,150.0,153.0,76.2,7.6,5.5,71.5,720.0,1280.0,16:9,267.0,Android 7.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Rezound,1620,160 EUR,Qualcomm MSM8660 Snapdragon S3,Adreno 220,S-LCD,HTC287,False,False,2011.0,"November. Released 2011, November",170.1,129.0,65.5,13.7,4.3,60.3,720.0,1280.0,16:9,342.0,Android 2.3.4 ,2.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n,False,3.0
S30,4000,290 EUR,Qualcomm SM7125 Snapdragon 720G (8 nm),Adreno 618,IPS,ZTE369,False,False,2021.0,March 31,184.0,164.8,76.4,7.9,6.67,85.3,1080.0,2400.0,20:9,395.0,Android 11,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
S30 Pro,4200,390 EUR,Qualcomm SDM768 Snapdragon 768G 5G (7 nm),Adreno 620,AMOLED,ZTE369,False,False,2021.0,March 31,183.0,163.5,75.2,7.8,6.67,87.4,1080.0,2400.0,20:9,395.0,Android 11,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
S30 SE,6000,220 EUR,Mediatek Dimensity 700 (7 nm),Mali-G57 MC2,IPS,ZTE369,False,False,2021.0,March 31,210.0,165.8,77.0,9.6,6.67,84.1,1080.0,2400.0,20:9,395.0,Android 11,8.0,Quad,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
S5,4000,120 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2019.0,October 15,178.0,164.0,76.0,7.9,6.6,81.9,720.0,1600.0,20:9,270.0,Android 9.0 ,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,5.0
S5 Pro,4000,120 EUR,Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,IPS,Infinix125,False,False,2020.0,March 06,195.0,162.5,76.9,9.0,6.53,83.8,1080.0,2340.0,5:9,395.0,Android 10,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
S5 Pro GT,3500,200 EUR,Qualcomm SDM660 Snapdragon 660 (14 nm),Adreno 512,IPS,Lenovo246,False,False,2018.0,December,170.0,154.5,75.5,7.7,6.2,83.0,1080.0,2246.0,7:9,402.0,Android 8.1 ,8.0,Dual,Dual,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
S5 lite,4000,100 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2019.0,November,178.0,164.0,76.0,7.9,6.6,84.4,720.0,1600.0,20:9,266.0,Android 9.0 ,8.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,5.0
S5000,3450,130 EUR,Mediatek MT8125 or MT8389,PowerVR SGX544,IPS,Lenovo246,False,False,2013.0,"September. Released 2013, November",244.9,190.5,116.8,7.6,7.0,63.9,1280.0,800.0,16:10,216.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
S580,2150,170 EUR,Qualcomm Snapdragon 200 (28 nm),Adreno 302,IPS,Lenovo246,False,False,2014.0,"September. Released 2014, September",129.0,139.8,69.9,8.1,5.0,70.5,720.0,1280.0,16:9,294.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
S60,2150,280 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Lenovo246,False,False,2015.0,"January. Released 2015, March",128.0,143.3,72.0,7.7,5.0,66.8,720.0,1280.0,16:9,294.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
S650,2000,270 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2013.0,"December. Released 2013, December",126.0,138.0,69.8,8.8,4.7,63.2,540.0,960.0,16:9,234.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,3.0
S660,3000,170 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"February. Released 2014, June",151.0,137.0,68.8,10.0,4.7,64.6,540.0,960.0,16:9,234.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
S720,2000,230 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,IPS,Lenovo246,False,False,2013.0,"January. Released 2013, January",140.0,132.3,68.3,9.9,4.5,61.8,540.0,960.0,16:9,245.0,Android 4.0.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
S750,2000,150 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,IPS,Lenovo246,False,False,2014.0,"Q3. Released 2014, Q3",145.0,135.0,68.2,9.9,4.5,60.6,540.0,960.0,16:9,245.0,Android 4.2.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.0
S7710 Galaxy Xcover 2,1700,190 EUR,None,Mali-400,TFT,Samsung1383,False,False,2013.0,"January. Released 2013, March",148.5,130.5,67.7,12.0,4.0,51.5,480.0,800.0,5:3,233.0,Android 4.1.2 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
S820,2000,230 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,IPS,Lenovo246,False,False,2013.0,"May. Released 2013, May",143.0,139.5,69.7,9.0,4.7,62.6,720.0,1280.0,16:9,312.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,3.0
S850,2000,200 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"February. Released 2014, June",140.0,141.0,71.0,8.2,5.0,68.8,720.0,1280.0,16:9,294.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
S856,2500,210 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,IPS,Lenovo246,False,False,2014.0,"October. Released 2014, October",175.0,151.0,77.8,9.0,5.5,71.0,720.0,1280.0,16:9,267.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
S860,4000,250 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2014.0,"February. Released 2014, May",190.0,149.5,77.0,10.3,5.3,67.3,720.0,1280.0,16:9,277.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
S890,2250,230 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,IPS,Lenovo246,False,False,2013.0,"January. Released 2013, January",176.0,143.0,74.2,9.3,5.0,65.0,540.0,960.0,16:9,220.0,Android 4.1 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,Yes
S90 Sisley,2300,260 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,Super,Lenovo246,False,False,2014.0,"November. Released 2014, November",129.0,146.0,71.7,6.9,5.0,65.8,720.0,1280.0,16:9,294.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
S920,2250,250 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,IPS,Lenovo246,False,False,2013.0,"March. Released 2013, May",159.0,154.0,77.7,7.9,5.3,64.7,720.0,1280.0,16:9,277.0,Android 4.2.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,3.0
S930,3000,220 EUR,Mediatek MT6582 (28 nm),Mali-400MP2,IPS,Lenovo246,False,False,2013.0,"December. Released 2013, December",170.0,170.0,86.5,8.7,6.0,67.5,720.0,1280.0,16:9,245.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
S939,3000,180 EUR,Mediatek MT6592 (28 nm),Mali-450MP4,IPS,Lenovo246,False,False,2014.0,"May. Released 2014, May",171.5,159.0,84.0,8.7,6.0,74.3,720.0,1280.0,16:9,245.0,Android 4.2 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Sensation,1520,120 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,S-LCD,HTC287,False,False,2011.0,"April. Released 2011, May",148.0,126.1,65.4,11.3,4.3,61.8,540.0,960.0,16:9,256.0,Android 2.3.4 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Sensation 4G,1520,210 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,S-LCD,HTC287,False,False,2011.0,"April. Released 2011, June 08",148.0,126.1,65.4,11.3,4.3,61.8,540.0,960.0,16:9,256.0,Android 2.3 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Sensation XE,1730,140 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,S-LCD,HTC287,False,False,2011.0,"September. Released 2011, October",151.0,126.1,65.4,11.3,4.3,61.8,540.0,960.0,16:9,256.0,Android 2.3.4 ,2.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,3.0
Shine Lite,2460,200 EUR,Mediatek MT6737 (28 nm),Mali-T720MP2,IPS,alcatel409,False,False,2016.0,"September. Released 2016, October",156.0,141.5,71.2,7.5,5.0,68.4,720.0,1280.0,16:9,294.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Smart 5,5000,70 EUR,Mediatek MT6761D Helio A20 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2020.0,August 13,183.0,165.4,76.4,8.8,6.6,83.2,720.0,1600.0,20:9,266.0,Android 10 ,4.0,Triple,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Smart 6 Plus (India),5000,100 EUR,Mediatek MT6762G Helio G25 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2022.0,July 29,202.0,172.6,77.7,8.7,6.82,83.7,720.0,1600.0,20:9,257.0,Android 12 ,8.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,5.0
Smart 7 (India),6000,494,Unisoc SC9863A1 (28nm),IMG8322,IPS,Infinix125,False,False,2023.0,February 22,207.0,164.2,75.6,9.4,6.6,84.3,720.0,1612.0,20:9,267.0,Android 12,8.0,Dual,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
Smart 7 HD,5000,110 EUR,None,None,IPS,Infinix125,False,False,2023.0,April 14,196.5,163.9,75.5,8.7,6.6,84.6,720.0,1612.0,20:9,267.0,Android 12 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,5.0
Smart 8,5000,100 EUR,Unisoc T606 (12 nm),Mali-G57 MP1,IPS,Infinix125,False,False,2023.0,November 09,184.0,163.6,75.6,8.5,6.6,84.6,720.0,1612.0,20:9,267.0,Android 13,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Smart 8 (India),5000,699,Mediatek Helio G36 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2024.0,January 13,189.0,163.6,75.6,8.5,6.6,84.6,720.0,1612.0,20:9,267.0,Android 13 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n/ac,False,5.0
Smart 8 HD,5000,470,Unisoc T606 (12 nm),Mali-G57 MP1,IPS,Infinix125,False,False,2023.0,December 08,184.0,163.6,75.6,8.5,6.6,84.6,720.0,1612.0,20:9,267.0,Android 13,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Smart 8 Plus,6000,100 EUR,Mediatek Helio G36 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2024.0,January 30,204.0,163.7,75.7,9.0,6.6,84.4,720.0,1612.0,20:9,267.0,Android 13 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Smart 8 Pro,5000,100 EUR,Mediatek Helio G36 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2024.0,January 29,189.0,163.6,75.6,8.5,6.6,84.6,720.0,1612.0,20:9,267.0,Android 13 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Smart HD 2021,5000,70 EUR,Mediatek MT6761D Helio A20 (12 nm),PowerVR GE8320,IPS,Infinix125,False,False,2020.0,December 16,195.0,158.3,75.2,9.8,6.1,76.7,720.0,1560.0,5:9,282.0,Android 10 ,4.0,Dual,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,5.0
Smart Tab 7,2580,80 EUR,Mediatek MT8167D,IMG GE8300,TN,alcatel409,False,False,2019.0,September,268.0,176.0,126.0,12.0,7.0,62.2,600.0,1024.0,16:9,170.0,Android 9.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.2
SnapTo,2200,170 EUR,Qualcomm MSM8926 Snapdragon 400 (28 nm),Adreno 305,IPS,Huawei441,False,False,2015.0,"April. Released 2015, April",150.0,144.5,72.4,8.4,5.0,65.9,720.0,1280.0,16:9,294.0,Android 4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Spectrum VS920,1830,130 EUR,Qualcomm MSM8660 Snapdragon S3,Adreno 220,HD-IPS,LG667,False,False,2012.0,"January. Released 2012, January",141.5,135.4,68.8,10.4,4.5,59.9,720.0,1280.0,16:9,326.0,Android 2.3 ,2.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,True,3.0
Spirit,2100,120 EUR,"Qualcomm MSM8916 Snapdragon 410 (28 nm) - H440N, H445Mediatek MT6582 - H420",Adreno 306Mali-400MP2,IPS,LG667,False,False,2015.0,"February. Released 2015, March",124.4,133.3,66.1,10.0,4.7,69.1,720.0,1280.0,16:9,312.0,Android 5.0.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.1
Star 1,2300,200 EUR,Qualcomm MSM8928 Snapdragon 400 (28 nm),Adreno 305,IPS,ZTE369,False,False,2014.0,"April. Released 2014, April",130.0,139.0,69.0,6.6,5.0,71.9,1080.0,1920.0,16:9,441.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Star 2,2400,330 EUR,Qualcomm MSM8974AB Snapdragon 801 (28 nm),Adreno 330,IPS,ZTE369,False,False,2014.0,"December. Released 2014, December",130.0,140.3,69.2,6.9,5.0,71.0,1080.0,1920.0,16:9,441.0,Android 4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Stylo 2,3000,150 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,LG667,False,False,2016.0,"April. Released 2016, April",144.6,155.0,79.5,7.4,5.7,72.7,720.0,1280.0,16:9,258.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.1
Stylo 3 Plus,3080,170 EUR,Qualcomm MSM8940 Snapdragon 435 (28 nm),Adreno 505,IPS,LG667,False,False,2017.0,May,150.0,155.7,79.8,7.4,5.7,72.1,1080.0,1920.0,16:9,386.0,Android 7.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.2
Stylo 5,3500,200 EUR,Qualcomm SDM450 Snapdragon 450 (14 nm),Adreno 506,IPS,LG667,False,False,2019.0,June,179.0,160.0,77.7,8.4,6.2,79.8,1080.0,2160.0,18:9,390.0,Android 9.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
Stylus 2,3000,170 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,LG667,False,False,2016.0,"February. Released 2016, June",142.0,155.0,79.6,7.4,5.7,72.6,720.0,1280.0,16:9,258.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n/ac,True,4.1
Stylus 2 Plus,3000/2900,180 EUR,Qualcomm MSM8937 Snapdragon 430 (28 nm),Adreno 505,IPS,LG667,False,False,2016.0,"May. Released 2016, July",146.0,155.0,79.6,7.4,5.7,72.6,1080.0,1920.0,16:9,386.0,Android 6.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.1/4.2
Stylus 3,3200,170 EUR,Mediatek MT6750 - M400DKQualcomm MSM8940 Snapdragon 435 (28 nm) - LS777,Mali-T860MP2 - M400DKAdreno 505 - LS777,IPS,LG667,False,False,2016.0,"December. Released 2017, March",149.0,155.6,79.8,7.4,5.7,72.1,720.0,1280.0,16:9,258.0,Android 7.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.1
T10,5250,160 EUR,Unisoc T606 (12 nm),Mali-G57 MP1,IPS,Nokia576,False,False,2022.0,July 12,375.0,208.0,123.2,9.0,8.0,72.4,800.0,1280.0,16:10,189.0,Android 12,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
T20,8200,200 EUR,Unisoc T610 (12 nm),Mali-G52 MP2,IPS,Nokia576,False,False,2021.0,October 06,465.0,247.6,157.5,7.8,10.4,78.9,1200.0,2000.0,5:3,224.0,Android 11,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
T21,8200,240 EUR,Unisoc Tiger T612 (12 nm),Mali-G57,IPS,Nokia576,False,False,2022.0,September 01,466.0,247.5,157.3,7.5,10.4,79.1,1200.0,2000.0,5:3,224.0,Android 12,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,5.0
Tab 2 A10-70,7000,180 EUR,Mediatek MT8732 (28 nm) - 4G modelMediatek MT8165 - Wi-Fi model,Mali-T760,IPS,Lenovo246,True,True,2015.0,"March. Released 2015, April",509.0,247.0,171.0,8.9,10.1,73.9,1200.0,1920.0,16:10,218.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
