DeviceName,Sensor
Redmi 13C,Fingerprint (side-mounted)
Redmi 13C,accelerometer
Redmi 13C,compass
Poco C65,Fingerprint (side-mounted)
Poco C65,accelerometer
Poco C65,compass
14 Pro,Fingerprint (under display
14 Pro,optical)
14 Pro,accelerometer
14 Pro,proximity
14 Pro,gyro
14 Pro,compass
14 Pro,barometer
14 Pro,color spectrum
14,Fingerprint (under display
14,optical)
14,accelerometer
14,proximity
14,gyro
14,compass
14,barometer
14,color spectrum
13T Pro,Fingerprint (under display
13T Pro,optical)
13T Pro,accelerometer
13T Pro,gyro
13T Pro,proximity
13T Pro,compass
13T Pro,color spectrum
13T,Fingerprint (under display
13T,optical)
13T,accelerometer
13T,gyro
13T,proximity
13T,compass
13T,color spectrum
Redmi Note 13 (China),Fingerprint (side-mounted)
Redmi Note 13 (China),accelerometer
Redmi Note 13 (China),gyro
Redmi Note 13 (China),proximity
Redmi Note 13 (China),compass
Redmi Pad SE,Accelerometer
Redmi Pad SE,proximity (accessories only)
Redmi K60 Ultra,Fingerprint (under display
Redmi K60 Ultra,optical)
Redmi K60 Ultra,accelerometer
Redmi K60 Ultra,gyro
Redmi K60 Ultra,proximity
Redmi K60 Ultra,compass
Redmi K60 Ultra,color spectrum
Pad 6 Max 14,Accelerometer
Pad 6 Max 14,gyro
Pad 6 Max 14,proximity (accessories only)
Pad 6 Max 14,compass
Redmi Note 12R Pro,Fingerprint (side-mounted)
Redmi Note 12R Pro,accelerometer
Redmi Note 12R Pro,gyro
Redmi Note 12R Pro,proximity
Redmi Note 12R Pro,compass
Civi 3,Fingerprint (under display
Civi 3,optical)
Civi 3,accelerometer
Civi 3,gyro
Civi 3,proximity
Civi 3,compass
Civi 3,color spectrum
Poco F5 Pro,Fingerprint (under display
Poco F5 Pro,optical)
Poco F5 Pro,accelerometer
Poco F5 Pro,gyro
Poco F5 Pro,proximity
Poco F5 Pro,compass
Poco F5,Fingerprint (side-mounted)
Poco F5,accelerometer
Poco F5,gyro
Poco F5,proximity
Poco F5,compass
13 Ultra,Fingerprint (under display
13 Ultra,optical)
13 Ultra,accelerometer
13 Ultra,proximity
13 Ultra,gyro
13 Ultra,compass
13 Ultra,color spectrum
13 Ultra,barometer
Pad 6 Pro,Accelerometer
Pad 6 Pro,gyro
Pad 6 Pro,proximity (accessories only)
Pad 6,Accelerometer
Pad 6,gyro
Pad 6,proximity (accessories only)
Poco C51,Fingerprint (rear-mounted)
Poco C51,accelerometer
Redmi Note 12S,Fingerprint (side-mounted)
Redmi Note 12S,accelerometer
Redmi Note 12S,gyro
Redmi Note 12S,proximity
Redmi Note 12S,compass
Redmi Note 12 Pro 4G,Fingerprint (side-mounted)
Redmi Note 12 Pro 4G,accelerometer
Redmi Note 12 Pro 4G,gyro
Redmi Note 12 Pro 4G,compass
Redmi Note 12 Turbo,Fingerprint (side-mounted)
Redmi Note 12 Turbo,accelerometer
Redmi Note 12 Turbo,gyro
Redmi Note 12 Turbo,proximity
Redmi Note 12 Turbo,compass
Redmi A2+,Fingerprint (rear-mounted)
Redmi A2+,accelerometer
Redmi A2,Accelerometer
Redmi Note 12 4G,Fingerprint (side-mounted)
Redmi Note 12 4G,accelerometer
Redmi Note 12 4G,gyro
Redmi Note 12 4G,proximity
Redmi Note 12 4G,compass
13 Pro,Fingerprint (under display
13 Pro,optical)
13 Pro,accelerometer
13 Pro,proximity
13 Pro,gyro
13 Pro,compass
13 Pro,barometer
13 Pro,color spectrum
13,Fingerprint (under display
13,optical)
13,accelerometer
13,proximity
13,gyro
13,compass
13,color spectrum
13 Lite,Fingerprint (under display
13 Lite,optical)
13 Lite,accelerometer
13 Lite,gyro
13 Lite,proximity
13 Lite,compass
Poco X5 Pro,Fingerprint (side-mounted)
Poco X5 Pro,accelerometer
Poco X5 Pro,gyro
Poco X5 Pro,proximity
Poco X5 Pro,compass
Poco X5,Fingerprint (side-mounted)
Poco X5,accelerometer
Poco X5,gyro
Poco X5,proximity
Poco X5,compass
Redmi Note 12,Fingerprint (side-mounted)
Redmi Note 12,accelerometer
Redmi Note 12,gyro
Redmi Note 12,proximity
Redmi Note 12,compass
Poco C50,Fingerprint (rear-mounted)
Poco C50,accelerometer
Redmi Note 12 Pro Speed,Fingerprint (side-mounted)
Redmi Note 12 Pro Speed,accelerometer
Redmi Note 12 Pro Speed,gyro
Redmi Note 12 Pro Speed,proximity
Redmi Note 12 Pro Speed,compass
Redmi K60 Pro,Fingerprint (under display
Redmi K60 Pro,optical)
Redmi K60 Pro,accelerometer
Redmi K60 Pro,gyro
Redmi K60 Pro,proximity
Redmi K60 Pro,compass
Redmi K60 Pro,color spectrum
Redmi K60E,Fingerprint (side-mounted)
Redmi K60E,accelerometer
Redmi K60E,gyro
Redmi K60E,proximity
Redmi K60E,compass
Redmi K60E,color spectrum
Redmi K60,Fingerprint (under display
Redmi K60,optical)
Redmi K60,accelerometer
Redmi K60,gyro
Redmi K60,proximity
Redmi K60,compass
Redmi K60,color spectrum
Redmi Note 12 Discovery,Fingerprint (side-mounted)
Redmi Note 12 Discovery,accelerometer
Redmi Note 12 Discovery,gyro
Redmi Note 12 Discovery,proximity
Redmi Note 12 Discovery,compass
Redmi Note 12 Pro+,Fingerprint (side-mounted)
Redmi Note 12 Pro+,accelerometer
Redmi Note 12 Pro+,proximity
Redmi Note 12 Pro+,gyro
Redmi Note 12 Pro+,compass
Redmi Note 12 Pro,Fingerprint (side-mounted)
Redmi Note 12 Pro,accelerometer
Redmi Note 12 Pro,gyro
Redmi Note 12 Pro,proximity
Redmi Note 12 Pro,compass
Redmi Note 12 (China),Fingerprint (side-mounted)
Redmi Note 12 (China),accelerometer
Redmi Note 12 (China),gyro
Redmi Note 12 (China),proximity
Redmi Note 12 (China),compass
12T Pro,Fingerprint (under display
12T Pro,optical)
12T Pro,accelerometer
12T Pro,gyro
12T Pro,proximity
12T Pro,compass
12T Pro,color spectrum
12T,Fingerprint (under display
12T,optical)
12T,accelerometer
12T,gyro
12T,proximity
12T,compass
12T,color spectrum
Redmi Pad,Accelerometer
Redmi Note 11R,Fingerprint (side-mounted)
Redmi Note 11R,accelerometer
Redmi Note 11R,proximity
Redmi Note 11R,compass
Redmi A1+,Fingerprint (rear-mounted)
Redmi A1+,accelerometer
Civi 2,Fingerprint (under display
Civi 2,optical)
Civi 2,accelerometer
Civi 2,gyro
Civi 2,proximity
Civi 2,compass
Civi 2,color spectrum
Redmi 11 Prime,Fingerprint (side-mounted)
Redmi 11 Prime,accelerometer
Redmi 11 Prime,proximity
Redmi 11 Prime,compass
Redmi 11 Prime 5G,Fingerprint (side-mounted)
Redmi 11 Prime 5G,accelerometer
Redmi 11 Prime 5G,proximity
Redmi 11 Prime 5G,compass
Redmi A1,Accelerometer
Poco M5s,Fingerprint (side-mounted)
Poco M5s,accelerometer
Poco M5s,gyro
Poco M5s,compass
Poco M5,Fingerprint (side-mounted)
Poco M5,accelerometer
Poco M5,proximity
Poco M5,compass
Poco M5 (India),Fingerprint (side-mounted)
Poco M5 (India),accelerometer
Poco M5 (India),gyro
Poco M5 (India),proximity
Poco M5 (India),compass
Poco M5 (India),barometer
Redmi Note 11 SE (India),Fingerprint (side-mounted)
Redmi Note 11 SE (India),accelerometer
Redmi Note 11 SE (India),gyro
Redmi Note 11 SE (India),compass
Poco M4 5G,Fingerprint (side-mounted)
Poco M4 5G,accelerometer
Poco M4 5G,proximity
Poco M4 5G,compass
Redmi K50 Ultra,Fingerprint (under display
Redmi K50 Ultra,optical)
Redmi K50 Ultra,accelerometer
Redmi K50 Ultra,gyro
Redmi K50 Ultra,proximity
Redmi K50 Ultra,compass
Redmi K50 Ultra,color spectrum
Pad 5 Pro 12.4,Accelerometer
Pad 5 Pro 12.4,gyro
Pad 5 Pro 12.4,proximity
Pad 5 Pro 12.4,compass
Pad 5 Pro 12.4,color spectrum
12 Lite,Fingerprint (under display
12 Lite,optical)
12 Lite,accelerometer
12 Lite,gyro
12 Lite,compass
12S Ultra,Fingerprint (under display
12S Ultra,optical)
12S Ultra,accelerometer
12S Ultra,gyro
12S Ultra,compass
12S Ultra,color spectrum
12S Ultra,barometer
12S Pro,Fingerprint (under display
12S Pro,optical)
12S Pro,accelerometer
12S Pro,gyro
12S Pro,compass
12S Pro,color spectrum
12S,Fingerprint (under display
12S,optical)
12S,accelerometer
12S,gyro
12S,proximity
12S,compass
12S,color spectrum
12 Pro (Dimensity),Fingerprint (under display
12 Pro (Dimensity),optical)
12 Pro (Dimensity),accelerometer
12 Pro (Dimensity),gyro
12 Pro (Dimensity),proximity
12 Pro (Dimensity),compass
12 Pro (Dimensity),color spectrum
Poco F4,Fingerprint (side-mounted)
Poco F4,accelerometer
Poco F4,gyro
Poco F4,proximity
Poco F4,compass
Redmi Note 11SE,Fingerprint (side-mounted)
Redmi Note 11SE,accelerometer
Redmi Note 11SE,gyro
Redmi Note 11SE,proximity
Redmi Note 11SE,compass
Redmi 10 Prime 2022,Fingerprint (side-mounted)
Redmi 10 Prime 2022,accelerometer
Redmi 10 Prime 2022,proximity
Redmi 10 Prime 2022,compass
Poco M4 5G (India),Fingerprint (side-mounted)
Poco M4 5G (India),accelerometer
Poco M4 5G (India),proximity
Poco M4 5G (India),gyro
Poco M4 5G (India),compass
Poco F4 GT,Fingerprint (side-mounted)
Poco F4 GT,accelerometer
Poco F4 GT,gyro
Poco F4 GT,compass
Poco F4 GT,color spectrum
Civi 1S,Fingerprint (under display
Civi 1S,optical)
Civi 1S,accelerometer
Civi 1S,gyro
Civi 1S,proximity
Civi 1S,compass
Civi 1S,color spectrum
Black Shark 5 Pro,Fingerprint (side-mounted)
Black Shark 5 Pro,accelerometer
Black Shark 5 Pro,gyro
Black Shark 5 Pro,proximity
Black Shark 5 Pro,compass
Black Shark 5 Pro,barometer (China only)
Black Shark 5,Fingerprint (side-mounted)
Black Shark 5,accelerometer
Black Shark 5,gyro
Black Shark 5,proximity
Black Shark 5,compass
Black Shark 5,barometer
Black Shark 5 RS,Fingerprint (side-mounted)
Black Shark 5 RS,accelerometer
Black Shark 5 RS,gyro
Black Shark 5 RS,proximity
Black Shark 5 RS,compass
Black Shark 5 RS,barometer
Redmi 10A,Fingerprint (rear-mounted)
Redmi 10A,accelerometer
Redmi 10A,proximity
Redmi Note 11S 5G,Fingerprint (side-mounted)
Redmi Note 11S 5G,accelerometer
Redmi Note 11S 5G,gyro
Redmi Note 11S 5G,compass
Redmi 10 5G,Fingerprint (side-mounted)
Redmi 10 5G,accelerometer
Redmi 10 5G,proximity
Redmi 10 5G,compass
Redmi Note 11 Pro+ 5G,Fingerprint (side-mounted)
Redmi Note 11 Pro+ 5G,accelerometer
Redmi Note 11 Pro+ 5G,gyro
Redmi Note 11 Pro+ 5G,proximity
Redmi Note 11 Pro+ 5G,compass
Redmi K50 Pro,Fingerprint (side-mounted)
Redmi K50 Pro,accelerometer
Redmi K50 Pro,gyro
Redmi K50 Pro,proximity
Redmi K50 Pro,compass
Redmi K50 Pro,color spectrum
Redmi K50,Fingerprint (side-mounted)
Redmi K50,accelerometer
Redmi K50,gyro
Redmi K50,proximity
Redmi K50,compass
Redmi K50,color spectrum
Redmi K40S,Fingerprint (side-mounted)
Redmi K40S,accelerometer
Redmi K40S,gyro
Redmi K40S,proximity
Redmi K40S,compass
Redmi K40S,color spectrum
12 Pro,Fingerprint (under display
12 Pro,optical)
12 Pro,accelerometer
12 Pro,gyro
12 Pro,compass
12 Pro,barometer
12 Pro,color spectrum
12,Fingerprint (under display
12,optical)
12,accelerometer
12,gyro
12,compass
12,color spectrum
12X,Fingerprint (under display
12X,optical)
12X,accelerometer
12X,proximity
12X,gyro
12X,compass
Redmi Note 11 Pro+ 5G (India),Fingerprint (side-mounted)
Redmi Note 11 Pro+ 5G (India),accelerometer
Redmi Note 11 Pro+ 5G (India),gyro
Redmi Note 11 Pro+ 5G (India),proximity
Redmi Note 11 Pro+ 5G (India),compass
Redmi Note 11E Pro,Fingerprint (side-mounted)
Redmi Note 11E Pro,accelerometer
Redmi Note 11E Pro,gyro
Redmi Note 11E Pro,proximity
Redmi Note 11E Pro,compass
Redmi Note 11E,Fingerprint (side-mounted)
Redmi Note 11E,accelerometer
Redmi Note 11E,proximity
Redmi Note 11E,compass
Poco X4 Pro 5G,Fingerprint (side-mounted)
Poco X4 Pro 5G,accelerometer
Poco X4 Pro 5G,gyro
Poco X4 Pro 5G,proximity
Poco X4 Pro 5G,compass
Poco M4 Pro,Fingerprint (side-mounted)
Poco M4 Pro,accelerometer
Poco M4 Pro,gyro
Poco M4 Pro,compass
Redmi K50 Gaming,Fingerprint (side-mounted)
Redmi K50 Gaming,accelerometer
Redmi K50 Gaming,gyro
Redmi K50 Gaming,compass
Redmi K50 Gaming,color spectrum
Redmi 10 2022,Fingerprint (side-mounted)
Redmi 10 2022,accelerometer
Redmi 10 2022,proximity
Redmi 10 2022,compass
Redmi Note 11 Pro 5G,Fingerprint (side-mounted)
Redmi Note 11 Pro 5G,accelerometer
Redmi Note 11 Pro 5G,gyro
Redmi Note 11 Pro 5G,compass
Redmi Note 11 Pro,Fingerprint (side-mounted)
Redmi Note 11 Pro,accelerometer
Redmi Note 11 Pro,gyro
Redmi Note 11 Pro,compass
Redmi Note 11S,Fingerprint (side-mounted)
Redmi Note 11S,accelerometer
Redmi Note 11S,gyro
Redmi Note 11S,compass
Redmi Note 11,Fingerprint (side-mounted)
Redmi Note 11,accelerometer
Redmi Note 11,gyro
Redmi Note 11,compass
11i HyperCharge 5G,Fingerprint (side-mounted)
11i HyperCharge 5G,accelerometer
11i HyperCharge 5G,gyro
11i HyperCharge 5G,proximity
11i HyperCharge 5G,compass
11i,Fingerprint (side-mounted)
11i,accelerometer
11i,gyro
11i,proximity
11i,compass
Redmi Note 11T 5G,Fingerprint (side-mounted)
Redmi Note 11T 5G,accelerometer
Redmi Note 11T 5G,gyro
Redmi Note 11T 5G,compass
Redmi Note 11 4G,Fingerprint (side-mounted)
Redmi Note 11 4G,accelerometer
Redmi Note 11 4G,proximity
Redmi Note 11 4G,compass
Poco M4 Pro 5G,Fingerprint (side-mounted)
Poco M4 Pro 5G,accelerometer
Poco M4 Pro 5G,gyro
Poco M4 Pro 5G,compass
Redmi Note 11 Pro (China),Fingerprint (side-mounted)
Redmi Note 11 Pro (China),accelerometer
Redmi Note 11 Pro (China),gyro
Redmi Note 11 Pro (China),compass
Redmi Note 11 (China),Fingerprint (side-mounted)
Redmi Note 11 (China),accelerometer
Redmi Note 11 (China),gyro
Redmi Note 11 (China),compass
Black Shark 4S Pro,Fingerprint (side-mounted)
Black Shark 4S Pro,accelerometer
Black Shark 4S Pro,gyro
Black Shark 4S Pro,proximity
Black Shark 4S Pro,compass
Black Shark 4S Pro,barometer
Black Shark 4S,Fingerprint (side-mounted)
Black Shark 4S,accelerometer
Black Shark 4S,gyro
Black Shark 4S,proximity
Black Shark 4S,compass
Black Shark 4S,barometer
Redmi Note 10 Lite,Fingerprint (side-mounted)
Redmi Note 10 Lite,accelerometer
Redmi Note 10 Lite,gyro
Redmi Note 10 Lite,proximity
Redmi Note 10 Lite,compass
Civi,Fingerprint (under display
Civi,optical)
Civi,accelerometer
Civi,gyro
Civi,proximity
Civi,compass
Civi,color spectrum
Redmi 9i Sport,Accelerometer
Redmi 9i Sport,proximity
Redmi 9i Sport,compass
Redmi 9A Sport,Accelerometer
Redmi 9A Sport,proximity
Poco C31,Fingerprint (rear-mounted)
Poco C31,accelerometer
Poco C31,proximity
Redmi 9 Activ,Fingerprint (rear-mounted)
Redmi 9 Activ,accelerometer
Redmi 9 Activ,proximity
11T Pro,Fingerprint (side-mounted)
11T Pro,accelerometer
11T Pro,gyro
11T Pro,compass
11T Pro,barometer
11T,Fingerprint (side-mounted)
11T,accelerometer
11T,gyro
11T,proximity
11T,compass
11 Lite 5G NE,Fingerprint (side-mounted)
11 Lite 5G NE,accelerometer
11 Lite 5G NE,gyro
11 Lite 5G NE,compass
Redmi 10 Prime,Fingerprint (side-mounted)
Redmi 10 Prime,accelerometer
Redmi 10 Prime,proximity
Redmi 10 Prime,compass
Redmi 10,Fingerprint (side-mounted)
Redmi 10,accelerometer
Redmi 10,proximity
Redmi 10,compass
Pad 5 Pro,Accelerometer
Pad 5 Pro,gyro
Pad 5 Pro,proximity
Pad 5 Pro,compass
Pad 5,Accelerometer
Pad 5,gyro
Pad 5,proximity
Pad 5,compass
Mix 4,Fingerprint (under display
Mix 4,optical)
Mix 4,accelerometer
Mix 4,gyro
Mix 4,proximity
Mix 4,compass
Mix 4,color spectrum
Poco X3 GT,Fingerprint (side-mounted)
Poco X3 GT,accelerometer
Poco X3 GT,gyro
Poco X3 GT,compass
Poco X3 GT,color spectrum
Poco F3 GT,Fingerprint (side-mounted)
Poco F3 GT,accelerometer
Poco F3 GT,gyro
Poco F3 GT,proximity
Poco F3 GT,compass
Redmi Note 10T 5G,Fingerprint (side-mounted)
Redmi Note 10T 5G,accelerometer
Redmi Note 10T 5G,gyro
Redmi Note 10T 5G,proximity
Redmi Note 10T 5G,compass
Redmi Note 10 Pro (China),Fingerprint (side-mounted)
Redmi Note 10 Pro (China),accelerometer
Redmi Note 10 Pro (China),gyro
Redmi Note 10 Pro (China),compass
Redmi Note 10 Pro (China),color spectrum
Redmi Note 8 2021,Fingerprint (rear-mounted)
Redmi Note 8 2021,accelerometer
Redmi Note 8 2021,gyro
Redmi Note 8 2021,proximity
Redmi Note 8 2021,compass
Poco M3 Pro 5G,Fingerprint (side-mounted)
Poco M3 Pro 5G,accelerometer
Poco M3 Pro 5G,gyro
Poco M3 Pro 5G,proximity
Poco M3 Pro 5G,compass
Redmi K40 Gaming,Fingerprint (side-mounted)
Redmi K40 Gaming,accelerometer
Redmi K40 Gaming,gyro
Redmi K40 Gaming,compass
Redmi K40 Gaming,barometer
Redmi K40 Gaming,color spectrum
Mi 11X Pro,Fingerprint (side-mounted)
Mi 11X Pro,accelerometer
Mi 11X Pro,gyro
Mi 11X Pro,proximity
Mi 11X Pro,compass
Mi 11X Pro,color spectrum
Mi 11X Pro,barometer
Mi 11X,Fingerprint (side-mounted)
Mi 11X,accelerometer
Mi 11X,gyro
Mi 11X,proximity
Mi 11X,compass
Poco M2 Reloaded,Fingerprint (rear-mounted)
Poco M2 Reloaded,accelerometer
Poco M2 Reloaded,proximity
Poco M2 Reloaded,compass
Mi Mix Fold,Fingerprint (side-mounted)
Mi Mix Fold,accelerometer
Mi Mix Fold,gyro
Mi Mix Fold,proximity
Mi Mix Fold,compass
Mi Mix Fold,color spectrum
Mi Mix Fold,barometer
Mi 11 Ultra,Fingerprint (under display
Mi 11 Ultra,optical)
Mi 11 Ultra,accelerometer
Mi 11 Ultra,gyro
Mi 11 Ultra,compass
Mi 11 Ultra,color spectrum
Mi 11 Pro,Fingerprint (under display
Mi 11 Pro,optical)
Mi 11 Pro,accelerometer
Mi 11 Pro,gyro
Mi 11 Pro,proximity
Mi 11 Pro,color spectrum
Mi 11 Pro,compass
Mi 11i,Fingerprint (side-mounted)
Mi 11i,accelerometer
Mi 11i,gyro
Mi 11i,proximity
Mi 11i,compass
Mi 11i,color spectrum
Mi 11i,barometer
Mi 11 Lite 5G,Fingerprint (side-mounted)
Mi 11 Lite 5G,accelerometer
Mi 11 Lite 5G,gyro
Mi 11 Lite 5G,compass
Mi 11 Lite,Fingerprint (side-mounted)
Mi 11 Lite,accelerometer
Mi 11 Lite,gyro
Mi 11 Lite,compass
Black Shark 4 Pro,Fingerprint (side-mounted)
Black Shark 4 Pro,accelerometer
Black Shark 4 Pro,gyro
Black Shark 4 Pro,proximity
Black Shark 4 Pro,compass
Black Shark 4 Pro,barometer (China only)
Black Shark 4,Fingerprint (side-mounted)
Black Shark 4,accelerometer
Black Shark 4,gyro
Black Shark 4,proximity
Black Shark 4,compass
Black Shark 4,barometer
Poco X3 Pro,Fingerprint (side-mounted)
Poco X3 Pro,accelerometer
Poco X3 Pro,gyro
Poco X3 Pro,proximity
Poco X3 Pro,compass
Poco F3,Fingerprint (side-mounted)
Poco F3,accelerometer
Poco F3,gyro
Poco F3,compass
Poco F3,color spectrum
Mi 10S,Fingerprint (under display
Mi 10S,optical)
Mi 10S,accelerometer
Mi 10S,gyro
Mi 10S,proximity
Mi 10S,compass
Mi 10S,barometer
Redmi Note 10 Pro,Fingerprint (side-mounted)
Redmi Note 10 Pro,accelerometer
Redmi Note 10 Pro,gyro
Redmi Note 10 Pro,compass
Redmi Note 10 5G,Fingerprint (side-mounted)
Redmi Note 10 5G,accelerometer
Redmi Note 10 5G,gyro
Redmi Note 10 5G,proximity
Redmi Note 10 5G,compass
Redmi Note 10S,Fingerprint (side-mounted)
Redmi Note 10S,accelerometer
Redmi Note 10S,gyro
Redmi Note 10S,compass
Redmi Note 10,Fingerprint (side-mounted)
Redmi Note 10,accelerometer
Redmi Note 10,gyro
Redmi Note 10,compass
Redmi Note 10 Pro Max,Fingerprint (side-mounted)
Redmi Note 10 Pro Max,accelerometer
Redmi Note 10 Pro Max,gyro
Redmi Note 10 Pro Max,proximity
Redmi Note 10 Pro Max,compass
Redmi Note 10 Pro (India),Fingerprint (side-mounted)
Redmi Note 10 Pro (India),accelerometer
Redmi Note 10 Pro (India),gyro
Redmi Note 10 Pro (India),proximity
Redmi Note 10 Pro (India),compass
Redmi K40 Pro+,Fingerprint (side-mounted)
Redmi K40 Pro+,accelerometer
Redmi K40 Pro+,gyro
Redmi K40 Pro+,proximity
Redmi K40 Pro+,compass
Redmi K40 Pro+,color spectrum
Redmi K40 Pro+,barometer
Redmi K40 Pro,Fingerprint (side-mounted)
Redmi K40 Pro,accelerometer
Redmi K40 Pro,gyro
Redmi K40 Pro,proximity
Redmi K40 Pro,compass
Redmi K40 Pro,color spectrum
Redmi K40 Pro,barometer
Redmi K40,Fingerprint (side-mounted)
Redmi K40,accelerometer
Redmi K40,gyro
Redmi K40,proximity
Redmi K40,compass
Redmi K40,color spectrum
Redmi Note 9T,Fingerprint (side-mounted)
Redmi Note 9T,accelerometer
Redmi Note 9T,gyro
Redmi Note 9T,proximity
Redmi Note 9T,compass
Redmi 9T,Fingerprint (side-mounted)
Redmi 9T,accelerometer
Redmi 9T,proximity
Redmi 9T,compass
Mi 10i 5G,Fingerprint (side-mounted)
Mi 10i 5G,accelerometer
Mi 10i 5G,gyro
Mi 10i 5G,proximity
Mi 10i 5G,compass
Mi 11,Fingerprint (under display
Mi 11,optical)
Mi 11,accelerometer
Mi 11,gyro
Mi 11,compass
Redmi 9 Power,Fingerprint (side-mounted)
Redmi 9 Power,accelerometer
Redmi 9 Power,proximity
Redmi 9 Power,compass
Redmi Note 9 Pro 5G,Fingerprint (side-mounted)
Redmi Note 9 Pro 5G,accelerometer
Redmi Note 9 Pro 5G,gyro
Redmi Note 9 Pro 5G,compass
Redmi Note 9 5G,Fingerprint (side-mounted)
Redmi Note 9 5G,accelerometer
Redmi Note 9 5G,gyro
Redmi Note 9 5G,proximity
Redmi Note 9 5G,compass
Redmi Note 9 4G,Fingerprint (side-mounted)
Redmi Note 9 4G,accelerometer
Redmi Note 9 4G,proximity
Redmi Note 9 4G,compass
Poco M3,Fingerprint (side-mounted)
Poco M3,accelerometer
Poco M3,proximity
Poco M3,compass
Redmi K30S,Fingerprint (side-mounted)
Redmi K30S,accelerometer
Redmi K30S,gyro
Redmi K30S,proximity
Redmi K30S,compass
Poco C3,Accelerometer
Poco C3,proximity
Mi 10T Pro 5G,Fingerprint (side-mounted)
Mi 10T Pro 5G,accelerometer
Mi 10T Pro 5G,gyro
Mi 10T Pro 5G,proximity
Mi 10T Pro 5G,compass
Mi 10T Pro 5G,barometer
Mi 10T 5G,Fingerprint (side-mounted)
Mi 10T 5G,accelerometer
Mi 10T 5G,gyro
Mi 10T 5G,proximity
Mi 10T 5G,compass
Mi 10T 5G,barometer
Mi 10T Lite 5G,Fingerprint (side-mounted)
Mi 10T Lite 5G,accelerometer
Mi 10T Lite 5G,gyro
Mi 10T Lite 5G,compass
Redmi 9AT,Accelerometer
Redmi 9AT,proximity
Redmi 9i,Accelerometer
Redmi 9i,proximity
Redmi 9i,compass
Poco M2,Fingerprint (rear-mounted)
Poco M2,accelerometer
Poco M2,proximity
Poco M2,compass
Poco X3,Fingerprint (side-mounted)
Poco X3,accelerometer
Poco X3,gyro
Poco X3,proximity
Poco X3,compass
Poco X3 NFC,Fingerprint (side-mounted)
Poco X3 NFC,accelerometer
Poco X3 NFC,gyro
Poco X3 NFC,proximity
Poco X3 NFC,compass
Redmi 9 (India),Fingerprint (rear-mounted)
Redmi 9 (India),accelerometer
Redmi 9 (India),proximity
Mi 10 Ultra,Fingerprint (under display
Mi 10 Ultra,optical)
Mi 10 Ultra,accelerometer
Mi 10 Ultra,gyro
Mi 10 Ultra,proximity
Mi 10 Ultra,compass
Mi 10 Ultra,color spectrum
Mi 10 Ultra,barometer
Redmi K30 Ultra,Fingerprint (under display
Redmi K30 Ultra,optical)
Redmi K30 Ultra,accelerometer
Redmi K30 Ultra,gyro
Redmi K30 Ultra,proximity
Redmi K30 Ultra,compass
Redmi 9 Prime,Fingerprint (rear-mounted)
Redmi 9 Prime,accelerometer
Redmi 9 Prime,proximity
Redmi 9 Prime,compass
Black Shark 3S,Fingerprint (under display
Black Shark 3S,optical)
Black Shark 3S,accelerometer
Black Shark 3S,gyro
Black Shark 3S,proximity
Black Shark 3S,compass
Poco M2 Pro,Fingerprint (side-mounted)
Poco M2 Pro,accelerometer
Poco M2 Pro,gyro
Poco M2 Pro,proximity
Poco M2 Pro,compass
Redmi 9A,Accelerometer
Redmi 9A,proximity
Redmi 9C NFC,Fingerprint (rear-mounted)
Redmi 9C NFC,accelerometer
Redmi 9C NFC,proximity
Redmi 9C,Fingerprint (rear-mounted)
Redmi 9C,accelerometer
Redmi 9C,proximity
Redmi 9,Fingerprint (rear-mounted)
Redmi 9,accelerometer
Redmi 9,proximity
Redmi 9,compass
Redmi 10X Pro 5G,Fingerprint (under display
Redmi 10X Pro 5G,optical)
Redmi 10X Pro 5G,accelerometer
Redmi 10X Pro 5G,gyro
Redmi 10X Pro 5G,proximity
Redmi 10X Pro 5G,compass
Redmi 10X 5G,Fingerprint (under display
Redmi 10X 5G,optical)
Redmi 10X 5G,accelerometer
Redmi 10X 5G,gyro
Redmi 10X 5G,proximity
Redmi 10X 5G,compass
Redmi 10X 4G,Fingerprint (rear-mounted)
Redmi 10X 4G,accelerometer
Redmi 10X 4G,gyro
Redmi 10X 4G,proximity
Redmi 10X 4G,compass
Redmi K30i 5G,Fingerprint (side-mounted)
Redmi K30i 5G,accelerometer
Redmi K30i 5G,gyro
Redmi K30i 5G,proximity
Redmi K30i 5G,compass
Poco F2 Pro,Fingerprint (under display
Poco F2 Pro,optical)
Poco F2 Pro,accelerometer
Poco F2 Pro,gyro
Poco F2 Pro,proximity
Poco F2 Pro,compass
Poco F2 Pro,barometer
Redmi K30 5G Racing,Fingerprint (side-mounted)
Redmi K30 5G Racing,accelerometer
Redmi K30 5G Racing,gyro
Redmi K30 5G Racing,proximity
Redmi K30 5G Racing,compass
Redmi Note 9 Pro,Fingerprint (side-mounted)
Redmi Note 9 Pro,accelerometer
Redmi Note 9 Pro,gyro
Redmi Note 9 Pro,proximity
Redmi Note 9 Pro,compass
Redmi Note 9,Fingerprint (rear-mounted)
Redmi Note 9,accelerometer
Redmi Note 9,gyro
Redmi Note 9,proximity
Redmi Note 9,compass
Mi Note 10 Lite,Fingerprint (under display
Mi Note 10 Lite,optical)
Mi Note 10 Lite,accelerometer
Mi Note 10 Lite,gyro
Mi Note 10 Lite,compass
Mi 10 Youth 5G,Fingerprint (under display
Mi 10 Youth 5G,optical)
Mi 10 Youth 5G,accelerometer
