DeviceName,Sensor
Memo Pad 7 ME572C,gyro
Memo Pad 7 ME572C,compass
Zenfone 5 A500KL (2014),Accelerometer
Zenfone 5 A500KL (2014),proximity
Zenfone 5 A500KL (2014),compass
Zenfone 4 A450CG (2014),Accelerometer
Zenfone 4 A450CG (2014),proximity
Zenfone 4 A450CG (2014),compass
Memo Pad 8 ME581CL,Accelerometer
Memo Pad 8 ME581CL,gyro
Memo Pad 8 ME581CL,compass
Memo Pad 8 ME181C,Accelerometer
Memo Pad 7 ME176C,Accelerometer
Memo Pad 7 ME176C,compass
Transformer Pad TF303CL,Accelerometer
Transformer Pad TF303CL,gyro
Transformer Pad TF303CL,compass
Transformer Pad TF103C,Accelerometer
Transformer Pad TF103C,compass
Fonepad 7 (2014),Accelerometer
Fonepad 7 (2014),proximity
PadFone X,Accelerometer
PadFone X,gyro
PadFone X,proximity
PadFone X,compass
PadFone S,Accelerometer
PadFone S,gyro
PadFone S,proximity
PadFone S,compass
PadFone Infinity Lite,Accelerometer
PadFone Infinity Lite,gyro
PadFone Infinity Lite,proximity
PadFone Infinity Lite,compass
PadFone E,Accelerometer
PadFone E,proximity
PadFone E,compass
Zenfone 6 A601CG (2014),Accelerometer
Zenfone 6 A601CG (2014),gyro
Zenfone 6 A601CG (2014),proximity
Zenfone 6 A601CG (2014),compass
Zenfone 6 A600CG (2014),Accelerometer
Zenfone 6 A600CG (2014),gyro
Zenfone 6 A600CG (2014),proximity
Zenfone 6 A600CG (2014),compass
Zenfone 5 A501CG (2015),Accelerometer
Zenfone 5 A501CG (2015),proximity
Zenfone 5 A501CG (2015),compass
Zenfone 5 A500CG (2014),Accelerometer
Zenfone 5 A500CG (2014),proximity
Zenfone 5 A500CG (2014),compass
PadFone mini,Accelerometer
PadFone mini,proximity
PadFone mini,compass
PadFone Infinity 2,Accelerometer
PadFone Infinity 2,gyro
PadFone Infinity 2,proximity
PadFone Infinity 2,compass
Memo Pad 10,Accelerometer
Memo Pad 10,compass
Memo Pad 8 ME180A,Accelerometer
Memo Pad 8 ME180A,proximity
Memo Pad 8 ME180A,compass
Fonepad 7,Accelerometer
Fonepad 7,proximity
Fonepad 7,compass
Google Nexus 7 (2013),Accelerometer
Google Nexus 7 (2013),gyro
Google Nexus 7 (2013),proximity
Google Nexus 7 (2013),compass
Fonepad Note FHD6,Accelerometer
Fonepad Note FHD6,proximity
Fonepad Note FHD6,compass
PadFone Infinity,Accelerometer
PadFone Infinity,gyro
PadFone Infinity,proximity
PadFone Infinity,compass
Google Nexus 7 Cellular,Accelerometer
Google Nexus 7 Cellular,gyro
Google Nexus 7 Cellular,proximity
Google Nexus 7 Cellular,compass
PadFone 2,Accelerometer
PadFone 2,gyro
PadFone 2,proximity
PadFone 2,compass
Google Nexus 7,Accelerometer
Google Nexus 7,gyro
Google Nexus 7,proximity
Google Nexus 7,compass
Memo,Accelerometer
Memo,gyro
Memo,proximity
Memo,compass
PadFone,Accelerometer
PadFone,gyro
PadFone,proximity
PadFone,compass
C7,Fingerprint (rear-mounted)
C7,accelerometer
G50,Fingerprint (rear-mounted)
G50,accelerometer
G50,proximity
G60,Fingerprint (rear-mounted)
G60,accelerometer
G60,proximity
G8,Fingerprint (rear-mounted)
G8,accelerometer
G8,proximity
G6,Fingerprint (rear-mounted)
G6,accelerometer
G6,proximity
G5,Accelerometer
G5,proximity
C5,Accelerometer
C5,proximity
C6,Accelerometer
C6,proximity
Hero,
Wildfire E star,Fingerprint (side-mounted)
Wildfire E star,accelerometer
Wildfire E star,proximity
U23 Pro,Fingerprint (side-mounted)
U23 Pro,accelerometer
U23 Pro,gyro
U23 Pro,proximity
U23 Pro,compass
A103 Plus,Accelerometer
A103 Plus,gyro
A103 Plus,proximity
A103,Accelerometer
A103,gyro
A102,Accelerometer
A102,gyro
A102,proximity
A101,Accelerometer
A101,gyro
A101,proximity
Wildfire E plus,Accelerometer
Wildfire E plus,compass
Desire 22 Pro,Fingerprint (side-mounted)
Desire 22 Pro,accelerometer
Desire 22 Pro,gyro
Desire 22 Pro,proximity
Desire 22 Pro,compass
Wildfire E3,Fingerprint (rear-mounted)
Wildfire E3,accelerometer
Wildfire E3,proximity
Wildfire E3,compass
Desire 21 Pro 5G,Fingerprint (side-mounted)
Desire 21 Pro 5G,accelerometer
Desire 21 Pro 5G,gyro
Desire 21 Pro 5G,proximity
Desire 21 Pro 5G,compass
Desire 20+,Fingerprint (rear-mounted)
Desire 20+,accelerometer
Desire 20+,gyro
Desire 20+,proximity
Desire 20+,compass
Wildfire E1 lite,Fingerprint (rear-mounted)
Wildfire E1 lite,accelerometer
Wildfire E1 lite,proximity
Wildfire E2,Fingerprint (rear-mounted)
Wildfire E2,accelerometer
Wildfire E2,proximity
Wildfire E2,compass
Wildfire E1 plus,Fingerprint (rear-mounted)
Wildfire E1 plus,accelerometer
Wildfire E1 plus,proximity
Wildfire E1 plus,compass
Wildfire E1,Fingerprint (rear-mounted)
Wildfire E1,accelerometer
Wildfire E1,proximity
Wildfire E1,compass
Wildfire E,Fingerprint (rear-mounted)
Wildfire E,accelerometer
Wildfire E,proximity
Wildfire E,compass
Desire 20 Pro,Fingerprint (rear-mounted)
Desire 20 Pro,accelerometer
Desire 20 Pro,gyro
Desire 20 Pro,proximity
Desire 20 Pro,compass
Desire 19s,Fingerprint (rear-mounted)
Desire 19s,accelerometer
Desire 19s,proximity
Desire 19s,compass
Exodus 1s,Fingerprint (rear-mounted)
Exodus 1s,accelerometer
Exodus 1s,proximity
Exodus 1s,compass
Wildfire X,Fingerprint (rear-mounted)
Wildfire X,accelerometer
Wildfire X,gyro
Wildfire X,proximity
U19e,Iris scanner
U19e,fingerprint (rear-mounted)
U19e,accelerometer
U19e,gyro
U19e,proximity
U19e,compass
Desire 19+,Fingerprint (rear-mounted)
Desire 19+,accelerometer
Desire 19+,proximity
Desire 19+,compass
Desire 12s,Fingerprint (rear-mounted)
Desire 12s,accelerometer
Desire 12s,proximity
Desire 12s,compass
U12 life,Fingerprint (rear-mounted)
U12 life,accelerometer
U12 life,gyro
U12 life,proximity
U12 life,compass
U12+,Fingerprint (rear-mounted)
U12+,accelerometer
U12+,gyro
U12+,proximity
U12+,compass
Desire 12+,Fingerprint (rear-mounted)
Desire 12+,accelerometer
Desire 12+,proximity
Desire 12+,compass
Desire 12,Accelerometer
Desire 12,proximity
Desire 12,compass
U11 Eyes,Fingerprint (rear-mounted)
U11 Eyes,accelerometer
U11 Eyes,gyro
U11 Eyes,proximity
U11 Eyes,compass
U11+,Fingerprint (rear-mounted)
U11+,accelerometer
U11+,gyro
U11+,proximity
U11+,compass
U11 Life,Fingerprint (front-mounted)
U11 Life,accelerometer
U11 Life,gyro
U11 Life,proximity
U11 Life,compass
U11,Fingerprint (front-mounted)
U11,accelerometer
U11,gyro
U11,proximity
U11,compass
One X10,Fingerprint (rear-mounted)
One X10,accelerometer
One X10,gyro
One X10,proximity
One X10,compass
U Ultra,Fingerprint (front-mounted)
U Ultra,accelerometer
U Ultra,gyro
U Ultra,proximity
U Ultra,compass
U Play,Fingerprint (front-mounted)
U Play,accelerometer
U Play,gyro
U Play,proximity
U Play,compass
10 evo,Fingerprint (front-mounted)
10 evo,accelerometer
10 evo,gyro
10 evo,proximity
10 evo,compass
Desire 650,Accelerometer
Desire 650,proximity
Desire 10 Pro,Fingerprint (rear-mounted)
Desire 10 Pro,accelerometer
Desire 10 Pro,gyro
Desire 10 Pro,proximity
Desire 10 Pro,compass
Desire 10 Compact,Accelerometer
Desire 10 Compact,proximity
One A9s,Fingerprint (front-mounted)
One A9s,accelerometer
One A9s,proximity
One A9s,compass
Desire 10 Lifestyle,Accelerometer
Desire 10 Lifestyle,proximity
Desire 10 Lifestyle,compass
Desire 728 Ultra,Accelerometer
Desire 728 Ultra,proximity
Desire 728 Ultra,compass
Desire 628,Accelerometer
Desire 628,proximity
One M9 Prime Camera,Accelerometer
One M9 Prime Camera,gyro
One M9 Prime Camera,proximity
One M9 Prime Camera,compass
Desire 830,Accelerometer
Desire 830,proximity
Desire 830,compass
One S9,Accelerometer
One S9,gyro
One S9,proximity
One S9,compass
10 Lifestyle,Fingerprint (front-mounted)
10 Lifestyle,accelerometer
10 Lifestyle,gyro
10 Lifestyle,proximity
10 Lifestyle,compass
10,Fingerprint (front-mounted)
10,accelerometer
10,gyro
10,proximity
10,compass
Desire 825,Accelerometer
Desire 825,proximity
Desire 825,compass
Desire 630,Accelerometer
Desire 630,proximity
Desire 530,Accelerometer
Desire 530,proximity
Desire 625,Accelerometer
One X9,Accelerometer
One X9,gyro
One X9,proximity
One X9,compass
One M9s,Accelerometer
One M9s,gyro
One M9s,proximity
One M9s,compass
Desire 828 dual sim,Accelerometer
Desire 828 dual sim,proximity
Desire 828 dual sim,compass
Desire 728 dual sim,Accelerometer
Desire 728 dual sim,proximity
Desire 728 dual sim,compass
One E9s dual sim,Yes
Butterfly 3,Accelerometer
Butterfly 3,gyro
Butterfly 3,proximity
Butterfly 3,compass
One M9+ Supreme Camera,Fingerprint (front-mounted)
One M9+ Supreme Camera,accelerometer
One M9+ Supreme Camera,gyro
One M9+ Supreme Camera,proximity
One M9+ Supreme Camera,compass
One A9,Fingerprint (front-mounted)
One A9,accelerometer
One A9,gyro
One A9,proximity
One A9,compass
Desire 626s,Yes
Desire 526,Accelerometer
Desire 526,proximity
One ME,Fingerprint (front-mounted)
One ME,accelerometer
One ME,gyro
One ME,proximity
One ME,compass
Desire 820G+ dual sim,Accelerometer
Desire 820G+ dual sim,proximity
Desire 820G+ dual sim,compass
Desire 326G dual sim,Accelerometer
Desire 326G dual sim,proximity
One M9+,Fingerprint (front-mounted)
One M9+,accelerometer
One M9+,gyro
One M9+,proximity
One M9+,compass
One M8s,Accelerometer
One M8s,gyro
One M8s,proximity
One M8s,compass
One M8s,barometer
One E9+,Accelerometer
One E9+,gyro
One E9+,proximity
One E9+,compass
One E9,Accelerometer
One E9,gyro
One E9,proximity
One E9,compass
One M9,Accelerometer
One M9,gyro
One M9,proximity
One M9,compass
Desire 820s dual sim,Accelerometer
Desire 820s dual sim,proximity
Desire 820s dual sim,compass
Desire 626G+,Accelerometer
Desire 626G+,proximity
Desire 626G+,compass
Desire 626,Accelerometer
Desire 626,proximity
Desire 626,compass
Desire 526G+ dual sim ,Accelerometer
Desire 526G+ dual sim ,proximity
Desire 826 dual sim,Accelerometer
Desire 826 dual sim,proximity
Desire 826 dual sim,compass
Desire 320,Accelerometer
Desire 620G dual sim,Accelerometer
Desire 620G dual sim,proximity
Desire 620,Accelerometer
Desire 620,proximity
Nexus 9,Accelerometer
Nexus 9,gyro
Nexus 9,compass
Desire 816G dual sim,Accelerometer
Desire 816G dual sim,proximity
Desire 816G dual sim,compass
One (M8 Eye),Accelerometer
One (M8 Eye),gyro
One (M8 Eye),proximity
One (M8 Eye),compass
Desire Eye,Accelerometer
Desire Eye,gyro
Desire Eye,proximity
Desire Eye,compass
Desire 612,Accelerometer
Desire 612,proximity
Desire 820q dual sim,Accelerometer
Desire 820q dual sim,proximity
Desire 820q dual sim,compass
Desire 820 dual sim,Accelerometer
Desire 820 dual sim,proximity
Desire 820 dual sim,compass
Desire 820,Accelerometer
Desire 820,proximity
Desire 820,compass
One (E8) CDMA,Accelerometer
One (E8) CDMA,gyro
One (E8) CDMA,proximity
One (E8) CDMA,compass
One (E8) CDMA,barometer
Desire 510,Accelerometer
Desire 510,proximity
One (M8) for Windows,Accelerometer
One (M8) for Windows,gyro
One (M8) for Windows,proximity
One (M8) for Windows,compass
One (M8) for Windows,barometer
One (M8) for Windows (CDMA),Accelerometer
One (M8) for Windows (CDMA),gyro
One (M8) for Windows (CDMA),proximity
One (M8) for Windows (CDMA),compass
One (M8) for Windows (CDMA),barometer
Butterfly 2,Accelerometer
Butterfly 2,gyro
Butterfly 2,proximity
Butterfly 2,compass
Butterfly 2,barometer
One Remix,Accelerometer
One Remix,proximity
One Remix,compass
One (M8) dual sim,Accelerometer
One (M8) dual sim,gyro
One (M8) dual sim,proximity
One (M8) dual sim,compass
One (M8) dual sim,barometer
Desire 516 dual sim,Accelerometer
One (E8),Accelerometer
One (E8),gyro
One (E8),proximity
One (E8),compass
One (E8),barometer
One mini 2,Accelerometer
One mini 2,proximity
One mini 2,compass
Desire 616 dual sim,Accelerometer
Desire 616 dual sim,proximity
Desire 210 dual sim,Accelerometer
One (M8) CDMA,Accelerometer
One (M8) CDMA,gyro
One (M8) CDMA,proximity
One (M8) CDMA,compass
One (M8) CDMA,barometer
One (M8),Accelerometer
One (M8),gyro
One (M8),proximity
One (M8),compass
One (M8),barometer
Desire 310 dual sim,Accelerometer
Desire 310,Accelerometer
Desire 816 dual sim,Accelerometer
Desire 816 dual sim,proximity
Desire 816 dual sim,compass
Desire 816,Accelerometer
Desire 816,proximity
Desire 816,compass
Desire 610,Accelerometer
Desire 610,proximity
Desire 501 dual sim,Accelerometer
Desire 501 dual sim,proximity
Desire 501 dual sim,compass
Desire 700,Accelerometer
Desire 700,proximity
Desire 700,compass
Desire 700 dual sim,Accelerometer
Desire 700 dual sim,proximity
Desire 700 dual sim,compass
Desire 601 dual sim,Accelerometer
Desire 601 dual sim,proximity
Desire 501,Accelerometer
Desire 501,proximity
Desire 501,compass
One Max,Fingerprint (rear-mounted)
One Max,accelerometer
One Max,gyro
One Max,proximity
One Max,compass
Desire 300,Accelerometer
Desire 300,proximity
Desire 601,Accelerometer
Desire 601,proximity
Desire 500,Accelerometer
Desire 500,proximity
One mini,Accelerometer
One mini,gyro
One mini,proximity
One mini,compass
8XT,Accelerometer
8XT,proximity
8XT,compass
Butterfly S,Accelerometer
Butterfly S,gyro
Butterfly S,proximity
Butterfly S,compass
Desire 600 dual sim,Accelerometer
Desire 600 dual sim,proximity
First,Accelerometer
First,gyro
First,proximity
First,compass
One Dual Sim,Accelerometer
One Dual Sim,gyro
One Dual Sim,proximity
One Dual Sim,compass
One,Accelerometer
One,gyro
One,proximity
One,compass
Desire 400 dual sim,Accelerometer
Desire 400 dual sim,proximity
Butterfly,Accelerometer
Butterfly,gyro
Butterfly,proximity
Butterfly,compass
DROID DNA,Accelerometer
DROID DNA,gyro
DROID DNA,proximity
DROID DNA,compass
One SV CDMA,Accelerometer
One SV CDMA,proximity
One SV CDMA,compass
One SV,Accelerometer
One SV,proximity
One SV,compass
Desire SV,Accelerometer
Desire SV,proximity
One VX,Accelerometer
One VX,proximity
One VX,compass
One X+,Accelerometer
One X+,gyro
One X+,proximity
One X+,compass
Windows Phone 8X CDMA,Accelerometer
Windows Phone 8X CDMA,proximity
Windows Phone 8X CDMA,compass
Windows Phone 8X,Accelerometer
Windows Phone 8X,proximity
Windows Phone 8X,compass
Windows Phone 8S,Accelerometer
Windows Phone 8S,proximity
One ST,Accelerometer
One ST,proximity
One SC,Accelerometer
One SC,proximity
Desire X,Accelerometer
Desire X,proximity
Desire XC,Accelerometer
Desire XC,proximity
J,Accelerometer
J,gyro
J,proximity
J,compass
DROID Incredible 4G LTE,Accelerometer
DROID Incredible 4G LTE,gyro
DROID Incredible 4G LTE,proximity
DROID Incredible 4G LTE,compass
Evo 4G LTE,Accelerometer
Evo 4G LTE,gyro
Evo 4G LTE,proximity
Evo 4G LTE,compass
One XC,Accelerometer
One XC,gyro
One XC,proximity
One XC,compass
One X,Accelerometer
One X,gyro
One X,proximity
One X,compass
One X AT&T,Accelerometer
One X AT&T,gyro
One X AT&T,proximity
One X AT&T,compass
One XL,Accelerometer
One XL,gyro
One XL,proximity
One XL,compass
One S C2,Accelerometer
One S C2,gyro
One S C2,proximity
One S C2,compass
One S,Accelerometer
One S,gyro
One S,proximity
One S,compass
Velocity 4G Vodafone,Accelerometer
Velocity 4G Vodafone,gyro
Velocity 4G Vodafone,proximity
Velocity 4G Vodafone,compass
Velocity 4G,Accelerometer
Velocity 4G,gyro
Velocity 4G,proximity
Velocity 4G,compass
Rezound,Accelerometer
Rezound,gyro
Rezound,proximity
Rezound,compass
Vivid,Accelerometer
Vivid,proximity
Vivid,compass
Amaze 4G,Accelerometer
Amaze 4G,proximity
Amaze 4G,compass
Raider 4G,Accelerometer
Raider 4G,gyro
Raider 4G,proximity
Sensation XE,Accelerometer
Sensation XE,gyro
Sensation XE,proximity
Sensation XE,compass
Jetstream,Accelerometer
Jetstream,compass
Sensation 4G,Accelerometer
Sensation 4G,gyro
Sensation 4G,proximity
Sensation 4G,compass
EVO 3D,Accelerometer
EVO 3D,gyro
EVO 3D,proximity
EVO 3D,compass
Sensation,Accelerometer
Sensation,gyro
Sensation,proximity
Sensation,compass
EVO 3D CDMA,Accelerometer
EVO 3D CDMA,gyro
EVO 3D CDMA,proximity
EVO 3D CDMA,compass
Hero,Accelerometer
Hero,compass
nova 12,Fingerprint (under display
nova 12,optical)
nova 12,accelerometer
nova 12,gyro
nova 12,compass
nova 12,color spectrum
nova 12 Lite,Fingerprint (under display
nova 12 Lite,optical)
nova 12 Lite,accelerometer
nova 12 Lite,gyro
nova 12 Lite,compass
nova 12 Lite,color spectrum
MatePad Pro 11 (2024),Accelerometer
MatePad Pro 11 (2024),gyro
MatePad Pro 11 (2024),proximity (accessories only)
MatePad Pro 11 (2024),compass
nova 11 SE,Fingerprint (side-mounted)
nova 11 SE,accelerometer
nova 11 SE,gyro
nova 11 SE,proximity
nova 11 SE,compass
MatePad Pro 13.2,Accelerometer
MatePad Pro 13.2,gyro
MatePad Pro 13.2,proximity
MatePad Pro 13.2,compass
Mate 60 RS Ultimate,Face ID
Mate 60 RS Ultimate,fingerprint (under display
Mate 60 RS Ultimate,optical)
Mate 60 RS Ultimate,accelerometer
Mate 60 RS Ultimate,gyro
Mate 60 RS Ultimate,proximity
Mate 60 RS Ultimate,barometer
Mate 60 RS Ultimate,compass
Mate 60 RS Ultimate,color spectrum
Mate 60 Pro,Face ID
Mate 60 Pro,fingerprint (under display
Mate 60 Pro,optical)
Mate 60 Pro,accelerometer
Mate 60 Pro,gyro
Mate 60 Pro,proximity
Mate 60 Pro,barometer
Mate 60 Pro,compass
Mate 60 Pro,color spectrum
MatePad 11.5,Accelerometer
nova Y71,Fingerprint (side-mounted)
nova Y71,accelerometer
nova Y71,proximity
nova Y71,compass
nova 11,Fingerprint (under display
nova 11,optical)
nova 11,accelerometer
nova 11,gyro
nova 11,compass
nova 11,color spectrum
MatePad 11 (2023),Accelerometer
Enjoy 50z,Fingerprint (side-mounted)
Enjoy 50z,accelerometer
Enjoy 50z,proximity
Enjoy 50z,compass
nova Y61,Fingerprint (side-mounted)
nova Y61,accelerometer
nova Y61,proximity
nova Y61,compass
Mate 50 RS Porsche Design,Face ID
Mate 50 RS Porsche Design,fingerprint (under display
Mate 50 RS Porsche Design,optical)
Mate 50 RS Porsche Design,accelerometer
Mate 50 RS Porsche Design,gyro
Mate 50 RS Porsche Design,proximity
Mate 50 RS Porsche Design,barometer
Mate 50 RS Porsche Design,compass
Mate 50 RS Porsche Design,color spectrum
Mate 50 Pro,Face ID
Mate 50 Pro,fingerprint (under display
Mate 50 Pro,optical)
Mate 50 Pro,accelerometer
Mate 50 Pro,gyro
Mate 50 Pro,proximity
Mate 50 Pro,barometer
Mate 50 Pro,compass
Mate 50 Pro,color spectrum
MatePad Pro 11 (2022),Accelerometer
MatePad Pro 11 (2022),gyro
MatePad Pro 11 (2022),proximity
MatePad Pro 11 (2022),compass
nova 10,Fingerprint (under display
nova 10,optical)
nova 10,accelerometer
nova 10,gyro
nova 10,compass
MatePad 10.4 (2022),Accelerometer
MatePad 10.4 (2022),proximity
MatePad 10.4 (2022),compass
MatePad SE,Accelerometer
MatePad SE,proximity
nova Y70 Plus,Fingerprint (side-mounted)
nova Y70 Plus,accelerometer
nova Y70 Plus,proximity
nova Y70 Plus,compass
nova 8 SE 4G,Fingerprint (under display
nova 8 SE 4G,optical)
nova 8 SE 4G,accelerometer
nova 8 SE 4G,proximity
nova 8 SE 4G,compass
nova Y60,Fingerprint (side-mounted)
nova Y60,accelerometer
nova Y60,proximity
Enjoy 20e,Fingerprint (rear-mounted)
Enjoy 20e,accelerometer
Enjoy 20e,proximity
nova 9 Pro,Fingerprint (under display
nova 9 Pro,optical)
nova 9 Pro,accelerometer
nova 9 Pro,gyro
nova 9 Pro,proximity
nova 9 Pro,compass
nova 9,Fingerprint (under display
nova 9,optical)
nova 9,accelerometer
nova 9,gyro
nova 9,proximity
nova 9,compass
nova 8 SE Youth,Fingerprint (side-mounted)
nova 8 SE Youth,accelerometer
nova 8 SE Youth,compass
Mate 40 Pro 4G,Face ID
Mate 40 Pro 4G,fingerprint (under display
Mate 40 Pro 4G,optical)
Mate 40 Pro 4G,accelerometer
Mate 40 Pro 4G,gyro
Mate 40 Pro 4G,proximity
Mate 40 Pro 4G,barometer
Mate 40 Pro 4G,compass
Mate 40 Pro 4G,color spectrum
MatePad Pro 12.6 (2021),Accelerometer
MatePad Pro 12.6 (2021),gyro
MatePad Pro 12.6 (2021),proximity
MatePad Pro 12.6 (2021),compass
MatePad Pro 10.8 (2021),Accelerometer
MatePad Pro 10.8 (2021),gyro
MatePad Pro 10.8 (2021),proximity
MatePad Pro 10.8 (2021),compass
MatePad 11 (2021),Accelerometer
MatePad 11 (2021),gyro
MatePad 11 (2021),proximity
MatePad 11 (2021),compass
MatePad T 10,Accelerometer
P40 4G,Infrared Face ID
P40 4G,fingerprint (under display
P40 4G,optical)
P40 4G,accelerometer
P40 4G,gyro
P40 4G,proximity
P40 4G,compass
P40 4G,color spectrum
nova 8 Pro 5G,Fingerprint (under display
nova 8 Pro 5G,optical)
nova 8 Pro 5G,accelerometer
nova 8 Pro 5G,gyro
nova 8 Pro 5G,proximity
nova 8 Pro 5G,compass
nova 8 5G,Fingerprint (under display
nova 8 5G,optical)
nova 8 5G,accelerometer
nova 8 5G,gyro
nova 8 5G,proximity
nova 8 5G,compass
Enjoy 20 SE,Fingerprint (side-mounted)
Enjoy 20 SE,accelerometer
Enjoy 20 SE,proximity
Enjoy 20 SE,compass
nova 8 SE,Fingerprint (under display
nova 8 SE,optical)
nova 8 SE,accelerometer
nova 8 SE,gyro
nova 8 SE,proximity
nova 8 SE,compass
Mate 40 RS Porsche Design,Face ID
Mate 40 RS Porsche Design,fingerprint (under display
Mate 40 RS Porsche Design,optical)
Mate 40 RS Porsche Design,accelerometer
Mate 40 RS Porsche Design,gyro
Mate 40 RS Porsche Design,proximity
Mate 40 RS Porsche Design,barometer
Mate 40 RS Porsche Design,compass
Mate 40 RS Porsche Design,infrared thermometer
Mate 40 RS Porsche Design,color spectrum
Mate 40 Pro+,Face ID
Mate 40 Pro+,fingerprint (under display
Mate 40 Pro+,optical)
Mate 40 Pro+,accelerometer
Mate 40 Pro+,gyro
Mate 40 Pro+,proximity
Mate 40 Pro+,barometer
Mate 40 Pro+,compass
Mate 40 Pro+,color spectrum
Mate 40 Pro,Face ID
Mate 40 Pro,fingerprint (under display
Mate 40 Pro,optical)
Mate 40 Pro,accelerometer
Mate 40 Pro,gyro
Mate 40 Pro,proximity
Mate 40 Pro,barometer
Mate 40 Pro,compass
Mate 40 Pro,color spectrum
Mate 30E Pro 5G,Face ID
Mate 30E Pro 5G,fingerprint (under display
Mate 30E Pro 5G,optical)
Mate 30E Pro 5G,accelerometer
Mate 30E Pro 5G,gyro
Mate 30E Pro 5G,proximity
Mate 30E Pro 5G,barometer
Mate 30E Pro 5G,compass
Mate 30E Pro 5G,color spectrum
nova 7 SE 5G Youth,Fingerprint (side-mounted)
nova 7 SE 5G Youth,accelerometer
nova 7 SE 5G Youth,proximity
nova 7 SE 5G Youth,compass
Y7a,Fingerprint (side-mounted)
Y7a,accelerometer
Y7a,proximity
P smart 2021,Fingerprint (side-mounted)
P smart 2021,accelerometer
P smart 2021,proximity
P smart 2021,compass
MatePad 5G,Accelerometer
MatePad 5G,proximity
MatePad 5G,compass
Y9a,Fingerprint (side-mounted)
Y9a,accelerometer
Y9a,gyro
Y9a,proximity
Y9a,compass
Enjoy 20 Plus 5G,Fingerprint (side-mounted)
Enjoy 20 Plus 5G,accelerometer
Enjoy 20 Plus 5G,gyro
Enjoy 20 Plus 5G,proximity
Enjoy 20 Plus 5G,compass
Enjoy 20 5G,Fingerprint (side-mounted)
Enjoy 20 5G,accelerometer
Enjoy 20 5G,proximity
Enjoy 20 5G,compass
MatePad 10.8,Fingerprint (front-mounted)
MatePad 10.8,accelerometer
MatePad 10.8,gyro
MatePad 10.8,proximity
MatePad 10.8,compass
MatePad T 10s,Accelerometer
MatePad T 10s,proximity
Enjoy Tablet 2,Accelerometer
Enjoy Tablet 2,proximity
Enjoy 20 Pro,Fingerprint (side-mounted)
Enjoy 20 Pro,accelerometer
Enjoy 20 Pro,gyro
Enjoy 20 Pro,proximity
Enjoy 20 Pro,compass
Enjoy Z 5G,Fingerprint (side-mounted)
Enjoy Z 5G,accelerometer
Enjoy Z 5G,gyro
Enjoy Z 5G,proximity
Enjoy Z 5G,compass
P Smart S,Fingerprint (under display
P Smart S,optical)
P Smart S,accelerometer
P Smart S,proximity
P Smart S,compass
Y8p,Fingerprint (under display
Y8p,optical)
Y8p,accelerometer
Y8p,proximity
Y8p,compass
P40 lite 5G,Fingerprint (side-mounted)
P40 lite 5G,accelerometer
P40 lite 5G,gyro
P40 lite 5G,proximity
P40 lite 5G,compass
P30 Pro New Edition,Fingerprint (under display
P30 Pro New Edition,optical)
P30 Pro New Edition,accelerometer
P30 Pro New Edition,gyro
P30 Pro New Edition,proximity
P30 Pro New Edition,compass
P30 Pro New Edition,color spectrum
MatePad T8,Accelerometer
Y8s,Fingerprint (rear-mounted)
Y8s,accelerometer
Y8s,proximity
Y8s,compass
Y6p,Fingerprint (rear-mounted)
Y6p,accelerometer
